first_author,year,title,type,collections,tags,zotero_item_id,evidence_grade,verification_status,claim_use_allowed
Railway Gazette International,2024.0,Turkmenistan – Afghanistan rail link to be extended,webpage,taliban_twitter,,ZOT_541b3699f809,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2024.0,"Iran, Taliban Discuss ‘Joint Actions’ Against Israel",webpage,taliban2,,ZOT_b9eccea4cec1,metadata_only,unverified,bibliographic_inventory_only_until_verified
The Moscow Times,2024.0,"""The situation is favorable."" Taliban at the EEF called on Russian businesses to invest in Afghanistan",webpage,taliban2,,ZOT_7cc662d17897,metadata_only,unverified,bibliographic_inventory_only_until_verified
Faouzi,2024.0,Tajikistan Passes Bill to Ban Hijab Despite 98% Muslim Population,webpage,taliban2,,ZOT_4dd8ebebb651,metadata_only,unverified,bibliographic_inventory_only_until_verified
Deccan Herald,2024.0,"Russia now buying Indian stocks, govt securities, to address accumulation of rupees: Report",webpage,russiaindia,,ZOT_e93ab45d1a1a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Business Standard,2024.0,"Govt officials, Russian dy minister attend India-Russia investment forum",webpage,russiaindia,,ZOT_05c115b827bf,metadata_only,unverified,bibliographic_inventory_only_until_verified
SCO Secretariat,2024.0,The 10th RATS SCO International Science and Practical Conference and the 2nd CIS Conference on Combating Terrorism and Extremism,webpage,CPEC,,ZOT_7a38d97279e2,metadata_only,unverified,bibliographic_inventory_only_until_verified
mfa_Pakistan,2024.0,Opening Remarks by the Prime Minister at Inauguration of the Ministerial Conference of Heart of Asia - Istanbul Process 09 December 2015,webpage,Afghanistan,,ZOT_ae05bfacdddb,metadata_only,unverified,bibliographic_inventory_only_until_verified
UzDaily,2024.0,Uzbekistan and UNODC discuss drug control and crime prevention in the region,webpage,taliban_twitter,,ZOT_83da1ffeaecd,metadata_only,unverified,bibliographic_inventory_only_until_verified
Soltani,2024.0,"Uzbekistan, Kyrgyzstan Urge Lifting Afghanistan From Isolation",webpage,taliban_twitter,,ZOT_ec5c72d692cf,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2024.0,"UNODC Central Asia on X: ""Today, @oliverstolpe met with H.E. Ismatulla Irgashev, the Special Representative of the President of Uzbekistan for Afghanistan, to discuss a joint UNODC-Uzbekistan partnership to address illicit drugs and crime in the country and the region. https://t.co/OXCTO2yX1a"" / X",webpage,,,ZOT_66a6e5670344,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hussain,2024.0,‘Climate diplomacy’: Can smog bring India and Pakistan together? | Environment News | Al Jazeera,webpage,taliban_twitter,,ZOT_19162a9bfaff,metadata_only,unverified,bibliographic_inventory_only_until_verified
Pajhwok Monitor,2024.0,Iran walls off part of border with Afghanistan – Pajhwok Afghan News,webpage,taliban_twitter,,ZOT_e8804fc8d112,metadata_only,unverified,bibliographic_inventory_only_until_verified
Associated Press,2024.0,"Attack on an Iranian police convoy kills at least 10 officers; no suspects have been identified, authorities say - CBS News",webpage,taliban_twitter,,ZOT_2ac44687991c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Soltani,2024.0,Afghanistan to Send Delegation to Iran for Migrant Crisis Resolution,webpage,taliban_twitter,,ZOT_3a7fd4603fa5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Uza.uz,2024.0,"Without consolidation of efforts, it is impossible to achieve effective results",webpage,taliban_twitter,,ZOT_8ea3bede2fc4,metadata_only,unverified,bibliographic_inventory_only_until_verified
Farivar,2024.0,Pakistan's banned PTM: A movement for Pashtun rights,webpage,pakistan,,ZOT_daa944466bff,metadata_only,unverified,bibliographic_inventory_only_until_verified
Azizullah Khan,2024.0,پشتون قومی جرگہ یا ’ریاست مخالف سرگرمیاں‘: پی ٹی ایم پر حکومتی پابندی کی وجوہات کیا ہیں؟,webpage,pakistan,,ZOT_1be1cd21791d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2024.0,"(1) Pashtun National Jirga (پښتون قامي جرګه/عدالت) on X: ""Do you see how ridiculous it is to declare #PTM a proscribed organisation? How can you ban millions of Pashtuns? PTM is the Pashtun people! PTM is the new awakening of Pashtuns. #PTMZindabad #PashtunNationalCourt11October https://t.co/5D7yd9hFGd"" / X",webpage,pakistan,,ZOT_e095c5a4e4f5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Donnellon-May,2025.0,China’s rail ambitions in Afghanistan may reshape Eurasia,webpage,CPEC,,ZOT_5309b9fa6084,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2025.0,"Russian, Uzbek Experts To Design Trans-Afghan Railway Project",webpage,Afghanistan,,ZOT_676a0f73f41a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Laan,2025.0,Kazakhstan may put half a billion dollars on the table for Afghan railway,webpage,Afghanistan,,ZOT_7b04a4f627d5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Najam,2025.0,PTM: from advocacy to divisive politics,webpage,pakistan,,ZOT_6134dfc2db4c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Noor,2025.0,Rinse and repeat,webpage,pakistan,,ZOT_51204e47a93b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Azadi Newsletter Snippet for Regions-GR-1868,webpage,,,ZOT_41e81d42b6e9,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Iran Formalizes Ties with the Taliban | The Washington Institute,webpage,taliban2,,ZOT_5c7108cf805f,metadata_only,unverified,bibliographic_inventory_only_until_verified
uz,,ITFC launches Trade Connect Central Asia+ program at third Tashkent International Investment Forum,webpage,taliban2,,ZOT_f3ba79d4537d,metadata_only,unverified,bibliographic_inventory_only_until_verified
uz,,Taliban strikes deal with Kazakhstan and Turkmenistan to build logistics hub in war-torn Afghanistan,webpage,taliban2,,ZOT_4b6cb58e6051,metadata_only,unverified,bibliographic_inventory_only_until_verified
uz,,"Turkmenistan, Taliban seal agreements for energy and transport projects",webpage,taliban2,,ZOT_e5e5024f446e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Bilateral   : India-Uzbekistan Relations,webpage,marina,,ZOT_218f64463982,metadata_only,unverified,bibliographic_inventory_only_until_verified
www.ETEnergyworld.com,,India plans to set up LNG terminal in Myanmar - ET EnergyWorld,webpage,russiapipelines,,ZOT_4d2aaa4e063d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,JOHN PILGER: Another Hiroshima is coming unless we stop it now,webpage,realism,,ZOT_ea1300a533af,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,U.S. Support for the New Silk Road,webpage,centralAsia,,ZOT_2145803df560,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Kazakhstan agrees to supply uranium to India - World Nuclear News,webpage,centralAsia,,ZOT_01d45ed695a4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Joint Statement on the outcome of the First meeting of the Foreign Ministers of Dialogue “India – Central Asia” with participation of Afghanistan,webpage,centralAsia,,ZOT_993970315131,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,India-Central Asia business council launched,webpage,centralAsia,,ZOT_c7be723081eb,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,In the Shadow of the Belt and Road,webpage,centralAsia,,ZOT_03720d903c6b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,India Joins the Ashgabat Agreement,webpage,centralAsia,,ZOT_2fac9f5aae6e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Afghanistan: Ghani signs decree to release 1,500 Taliban fighters",webpage,taliban2,,ZOT_bbc1f6576c1d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Esper: U.S. to start initial troop pullback from Afghanistan,webpage,taliban2,,ZOT_527a22dff406,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Trump Urges Afghans to ""Seize this Opportunity"" for Peace",webpage,afghan_elections,,ZOT_14463368e926,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"One Killed in Kabul Blast, Taliban Denies Involvement",webpage,afghan_elections,,ZOT_c80d97000348,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"21 Soldiers, 9 Civilians Killed Since Start of RIV: Afghan Govt",webpage,afghan_elections,,ZOT_65801fd766b7,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Abdullah Bars Electoral Leaders from Leaving Afghanistan,webpage,afghan_elections,,ZOT_2950a85b93a9,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Wang Yu 王愚 on Twitter: ""Chinese Foreign Ministry Spokesperson：China noted that the Independent Election Commission announced President Ghani's victory. Afghanistan is our friendly neighbor. China respects the procedure of presidential election in Afghanistan, https://t.co/Z7ETwfKIfY"" / Twitter",webpage,afghan_elections,,ZOT_464283156139,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"1TVNewsAF on Twitter: ""ولسمشر غني، نن له غرمې مخکې له استاد عبد رب الرسول سیاف او مخکیني ولسمشر حامد کرزي سره وکتل. ارګ په یوه اعلامیه کې ویلي چې په دې لیدنه کې د هیواد پر روان وضعیت او سولې بهیر باندې بحث شوی دی. https://t.co/RjaZ0RGrUI"" / Twitter",webpage,afghan_elections,,ZOT_49067acb9ad4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Hekmatyar Warns against Attempts to Harm Peace, Urges Consensus",webpage,Afghanistan,,ZOT_908c3b1ed1fa,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,8 Taliban Clashes Reported on First Day of Reduced Violence Pact,webpage,taliban2,,ZOT_70d42339d635,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,The Afghan President (To Be) Who Lived A Secret Life In A Czechoslovak Forest,webpage,Afghanistan,,ZOT_3d13aa4c8947,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Reorganisation of J&K internal affair: India slams China over Kashmir statement | India News - Times of India,webpage,OBOR_train,,ZOT_3ccac4abb2db,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Daikundi leaders call for communities across Afghanistan to support peace - Afghanistan,webpage,taliban,,ZOT_b873f550a1c6,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China’s Belt and Road Reaches Latin America,webpage,BRI-EEU,,ZOT_0b6789128ba3,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,US Officials Quit NATO Envoys’ Meeting Over Mohib’s Presence,webpage,taliban,,ZOT_bd9c9d8e2abf,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,No Syria-type pullout planned for Afghanistan: Pentagon chief,webpage,taliban,,ZOT_351a7f94cee1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,West Remains 'Committed To Achieving Peace' In Afghanistan As Taliban Says Talks To Be Held In China,webpage,taliban,,ZOT_146a411d87be,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Taliban Demand Swap of Haqqani Member, Others for Western Hostages",webpage,taliban,,ZOT_97991b209216,metadata_only,unverified,bibliographic_inventory_only_until_verified
MENAFN,,Afghanistan- Authority on Durand Line Lies with People: Sediqi,webpage,taliban,,ZOT_2c174aa49a5a,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Former US ambassador to Afghanistan on America's path forward in the region,webpage,CICA,,ZOT_46ccb6a6bdb1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Pakistan censures Afghanistan remarks on Durand Line | Pakistan Today,webpage,taliban,,ZOT_596e748c07dd,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,US Inspector: ‘Sustainable Peace in Afghanistan’ Depends on Careful Reintegration of Fighters,webpage,taliban,,ZOT_519bc8e1c108,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Taliban Says ""Americans Will Suffer More"" For Cancelling Talks",webpage,taliban,,ZOT_b68b53d37dba,metadata_only,unverified,bibliographic_inventory_only_until_verified
India News,,Pulwama terror attack: Ajmer Sharif Dargah chief asks Centre to not allow Pakistanis to visit the shrine,webpage,dargah_sharif,,ZOT_b1fe30ef6f2c,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,,Ajmer Sharif chief asks govt to not allow Pakistani devotees to visit shrine after Pulwama attack,webpage,dargah_sharif,,ZOT_adf80df1393f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Bezhan,,"Draft U.S.-Taliban Deal 'Very Dangerous, Damaging' To Afghanistan, Ex-Envoys Say",webpage,taliban,,ZOT_f0608cec9a94,metadata_only,unverified,bibliographic_inventory_only_until_verified
Rempfer,,"In Afghanistan, is this a peace deal — or terms of surrender?",webpage,taliban,,ZOT_53139188e2b7,metadata_only,unverified,bibliographic_inventory_only_until_verified
WashingtonPost,,Opinion | The Trump administration’s tentative deal with the Taliban could return Afghanistan to chaos,webpage,taliban,,ZOT_ce197813ec07,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Atmar agrees over semi-presidential system: Qanoni,webpage,taliban,,ZOT_3f12bc0181a8,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Can China Turn the Middle of Nowhere Into the Center of the World Economy? - The New York Times,webpage,BRI-EEU,,ZOT_0c891b802574,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,How Asia could be the winner in the US and China's Belt and Road race | World Economic Forum,webpage,BRI-EEU,,ZOT_0fb4f3d21178,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Why the New Silk Roads Terrify Washington - Global ResearchGlobal Research - Centre for Research on Globalization,webpage,BRI-EEU,,ZOT_e9566f3da743,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"China’s ‘Belt and Road Initiative’: after five years, is the bloom off the rose? | South China Morning Post",webpage,BRI-EEU,,ZOT_04c020144683,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China’s ‘Belt and Road’ Plan in Pakistan Takes a Military Turn - The New York Times,webpage,BRI-EEU,,ZOT_fefbc78f1460,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Bribery Trial Spotlights China’s ‘Belt and Road’ - WSJ,webpage,BRI-EEU,,ZOT_5fb629a424b1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Protest Calls for China’s Belt and Road Agreement With Victorian Labor Govt to Be Cancelled,webpage,BRI-EEU,,ZOT_50e1107f0bf2,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Understanding the Belt & Road | Kontinentalist,webpage,BRI-EEU,,ZOT_64a77f5e490d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Nepal in 'China's Belt and Road' - Aarthiknews:: A leading business & economic news portal from Nepal,webpage,BRI-EEU,,ZOT_3f3174fc2964,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China’s Belt and Road initiative: a Marshall Plan in reverse – Alternet.org,webpage,BRI-EEU,,ZOT_83187f29b60d,metadata_only,unverified,bibliographic_inventory_only_until_verified
Eco-Business,,China’s Belt and Road Initiative will make or break global climate fight,webpage,BRI-EEU,,ZOT_12d34cbe50b1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China to host second Belt and Road forum in April 2019 | gbtimes.com,webpage,BRI-EEU,,ZOT_fa2d9a56f4b3,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Business leaders go back to school for insights into China's Belt and Road Initiative, Business News & Top Stories - The Straits Times",webpage,BRI-EEU,,ZOT_6d9e1da14dcb,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Forum held in London to discuss Belt and Road, green finance",webpage,BRI-EEU,,ZOT_950b6fc1f4d8,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Splash columnist launches Belt, Road book - Splash 247",webpage,BRI-EEU,,ZOT_6d841974b6e3,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Xi welcomes Ecuador to help build Belt, Road - Chinadaily.com.cn",webpage,BRI-EEU,,ZOT_f3ec252b01c7,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,How Asia Fell Out of Love With China’s Belt and Road Initiative - Bloomberg,webpage,BRI-EEU,,ZOT_45f578068a05,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,The rise and fall of a Belt and Road billionaire - CNN.com,webpage,BRI-EEU,,ZOT_08f3ca71d201,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Panama awards China US$1.4 billion to build bridge for Belt and Road Initiative | Hong Kong Free Press HKFP,webpage,BRI-EEU,,ZOT_752d12bf790c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Sultanate keen on joining China’s Silk Road initiative - Times Of Oman,webpage,BRI-EEU,,ZOT_0ac62c14a90b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,How China’s Belt and Road Initiative can extend its reach to the edge of the European Union | South China Morning Post,webpage,BRI-EEU,,ZOT_4becf29dd9cf,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,The clouds gathering around China's Belt and Road,webpage,BRI-EEU,,ZOT_83bcde5d8f96,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China sees Saudi Arabia as important partner in Belt and Road construction: Chinese FM - Xinhua | English.news.cn,webpage,BRI-EEU,,ZOT_e94bba1dda0b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Diplomat,,TPP’s Regulatory Capitalism and China’s Belt and Road Challenges,webpage,BRI-EEU,,ZOT_0a074384334d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Will EU Block China Economic Silk Road,webpage,BRI-EEU,,ZOT_5842790520a8,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Chinese FM: China, Portugal important partners in building Belt and Road - Xinhua | English.news.cn",webpage,BRI-EEU,,ZOT_ee67036065a0,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,'Father of the Taliban' is assassinated in Pakistan | Daily Mail Online,webpage,taliban,,ZOT_37b2a412c570,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"US ‘war on terror’ claimed half a million lives in Afghanistan, Pakistan & Iraq – study",webpage,taliban,,ZOT_79d5938d187e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Muslim cleric known as 'Father of the Taliban' killed in Pakistan,webpage,taliban,,ZOT_ac7964aa3a55,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,US finally accepts Afghan Taliban demand of troops withdrawal from Afghanistan,webpage,taliban,,ZOT_e373bf910023,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban greets Pentagon's withdrawal of troops from Afghanistan with cries of victory,webpage,taliban,,ZOT_cda997acd36d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban talks: Will negotiations lead to peace in Afghanistan? - BBC News,webpage,taliban,,ZOT_33ed040b6d1e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Trump Asks Pakistan PM For Help With Afghan Peace Talks,webpage,taliban,,ZOT_205b105b388e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Afghanistan,,Taliban envoys travel to Pakistan to consult with leadership over peace talks,webpage,taliban,,ZOT_7085848b4b13,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Italy-Kazakhstan: Cremonini investments a game-changer for Agribusiness,webpage,kazakhitaly,,ZOT_04dbbfb4583e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Italy’s Eni Gets 50% Stake In Kazakhstan Oilfield,webpage,kazakhitaly,,ZOT_ee3ac06ac75b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Kazakhstan - International - Analysis - U.S. Energy Information Administration (EIA),webpage,kazakhitaly,,ZOT_81ec42ffa772,metadata_only,unverified,bibliographic_inventory_only_until_verified
Diplomat,,Kazakhstan and Italy Sign $500 Million in Deals,webpage,kazakhitaly,,ZOT_88a8cb51f572,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,President Ghani Inaugurates Lapis Lazuli Corridor,webpage,Afghanistan,,ZOT_94f7392df8e3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Shepard,,The Western Europe-Western China Highway Is Coming Alive In Kazakhstan,webpage,OBOR_train,,ZOT_7a6eda273122,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,The New Silk Road Project — The Project,webpage,OBOR_train,,ZOT_4c057416ab44,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,National Climate Assessment: 3 takeaways - Vox,webpage,wordpress_blog,,ZOT_115be46f07de,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Trump’s Iran sanctions: Which countries are exempt from crackdown?,webpage,wordpress_blog,,ZOT_9ac1a7a4a4b1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Iran sanctions: Trump administration exempts eight countries, including China, from new penalties",webpage,wordpress_blog,,ZOT_35a0bc897d7c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Trade war with US pushes China to sweeten relations with India,webpage,wordpress_blog,,ZOT_4c6817b088b4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China-India rivalry grows over infrastructure projects,webpage,wordpress_blog,,ZOT_b3b540f33f29,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sputnik,,"As Russia, China, India Remapping Eurasia, US Mulls Over Military Plans - Author",webpage,wordpress_blog,,ZOT_df882a32d61f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"China, India reach important consensus on boundary issues: FM - Xinhua | English.news.cn",webpage,wordpress_blog,,ZOT_865e0b6b2e4e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ramani,,Russia’s Diplomatic Involvement in Afghanistan,webpage,taliban,,ZOT_a7dfc2ed85e4,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Afghanistan peace conference kicks off in Moscow,webpage,taliban,,ZOT_883db2602908,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Reforms to be brought in all sectors of Pakistan's socio-economic development after PM's visit to China - CPEC Latest News,webpage,CPEC,,ZOT_101a187fd66f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban Floggings Hint At Crackdown On Smartphones,webpage,taliban,,ZOT_0da9195ce5ef,metadata_only,unverified,bibliographic_inventory_only_until_verified
Diplomat,,"Managed Instability: Iran, the Taliban, and Afghanistan",webpage,taliban,,ZOT_0fc4070c23f1,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Political parties, candidates react to presidential vote delay",webpage,taliban,,ZOT_2bae900ff0bd,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,'From One Grave To Another': Afghan Hazara Find Little Solace In Escape,webpage,taliban,,ZOT_ec7d84407d2c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Afghan Taliban Wants What It Hasn't Been Able To Hold: Hazara Regions,webpage,taliban,,ZOT_6123b95adf9b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Moscow shows it’s back in the ‘Great Game’ by hosting Taliban-Afghan peace talks,webpage,taliban,,ZOT_0ec9858a6a37,metadata_only,unverified,bibliographic_inventory_only_until_verified
Schwemlein,,What Malaysia and Pakistan Could Teach Both China and the U.S. About the Belt and Road Initiative,webpage,CPEC,,ZOT_8217c2e28f3f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,OPINION: Pakistani-Chinese Naval Capabilities A Growing Threat,webpage,CPEC,,ZOT_aace1e2ef255,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Economic Contribution of Ports to the Local Economies in Korea - ScienceDirect,webpage,economicglobalism,,ZOT_124970cf5671,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,‘Peculiar move’: Merkel lashes out at new US anti-Russia sanctions,webpage,oilrussiachina,,ZOT_11f77eb8c7f3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Shtraks,,"China’s One Belt, One Road Initiative and the Sino-Russian Entente",webpage,economicglobalism,,ZOT_52b8c70be93b,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Russia Direct Report: 'Crossing the bridge to the Far East' | Russia Direct,webpage,economicglobalism,,ZOT_6fba7f5ff24e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Press review: Russia, China to push ties at Beijing forum and US not joining Normandy Four",webpage,economicglobalism,,ZOT_9fe262da8097,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Moscow News.Net - Russia Seeks Investment Trade Links on China New Silk Road,webpage,economicglobalism,,ZOT_6833b4e6a52c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China: Xi Jinping's ‘One Belt One Road’ Project Fizzles | Time.com,webpage,economicglobalism,,ZOT_70afda642c49,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,China Launches First Harbin-Hamburg Freight Train,webpage,OBOR_train,,ZOT_a8ab6f1cafe2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Welle (www.dw.com),,Russia's Gazprom starts building TurkStream gas pipeline under Black Sea | News | DW | 07.05.2017,webpage,newspaper,,ZOT_c447e4781ef8,metadata_only,unverified,bibliographic_inventory_only_until_verified
Welle (www.dw.com),,"US sanctions bill on Russia flawed by lack of coordination with Europe, says analyst | World | DW | 16.06.2017",webpage,newspaper,,ZOT_8893149f8726,metadata_only,unverified,bibliographic_inventory_only_until_verified
Welle (www.dw.com),,Nord Stream 2 financing takes shape | Business | DW | 24.04.2017,webpage,newspaper,,ZOT_e1c9637ca460,metadata_only,unverified,bibliographic_inventory_only_until_verified
Welle (www.dw.com),,EU to cut gas dependency on Russia with Israel pipeline | Business | DW | 03.04.2017,webpage,newspaper,,ZOT_3674a8140b94,metadata_only,unverified,bibliographic_inventory_only_until_verified
Welle (www.dw.com),,"Russia, Turkey sign gas pipeline deal, talk Syria | News | DW | 10.10.2016",webpage,newspaper,,ZOT_759948171f94,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sputnik,,"All Aboard! Russia Builds Bridge to China, Connects With 'New Silk Road'",webpage,OBOR_train,,ZOT_fc226c8bb2fc,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,European Commission - PRESS RELEASES - Press release - Investment Plan for Europe goes global: China announces its contribution to #investEU,webpage,OBOR_train,,ZOT_ddda36833451,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Full Text: List of Outcomes of the 19th China-EU Summit - Xinhua | English.news.cn,webpage,OBOR_train,,ZOT_0efb7fb4ba08,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hon,,Democracy: A Western tool for domination - Global Times,webpage,socialmedia,,ZOT_9ad6e61fdd3d,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban vs. Taliban clash in Afghanistan’s west leaves 40 dead,webpage,taliban,,ZOT_6f539b1a1b3c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban Using Jihadist Textbooks…Supplied by the U.S.,webpage,taliban,,ZOT_8d6ed42b260e,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"After 17 years of war, top US commander in Afghanistan admits Taliban cannot be defeated",webpage,taliban,,ZOT_985f093ab6bb,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"SIGAR Inspector General: Taliban Controls Most Afghanistan - Politics News, Asia News - EADaily",webpage,taliban,,ZOT_9b8fbed87eaa,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Maulana Sami Ul-Haq, 'Father Of The Taliban,' Stabbed To Death",webpage,taliban,,ZOT_008245d9d036,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,"Sami ul Haq: The ‘Father of the Taliban’, Radical Islamism and Jihad, Ali Mustafa, New Age Islam",webpage,taliban,,ZOT_2119be3aa709,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,الحقیقہ میگزین انٹرویو تحریک طالبان پاکستان (ٹی ٹی پی) کمانڈر عدنان رشید: 'جلد ہی پاکستان ایک شام کی طرح صورتحال میں بدل جائے گا',webpage,taliban,,ZOT_41a6b9fc9e4e,metadata_only,unverified,bibliographic_inventory_only_until_verified
News,,"Taliban Attack Farah, Killing Dozens of Afghan Security Forces",webpage,taliban,,ZOT_49a71b745d38,metadata_only,unverified,bibliographic_inventory_only_until_verified
,,Taliban talks: Russia hosts talks between militants and Afghan envoys - The Washington Post,webpage,taliban,,ZOT_4aea8bae5657,metadata_only,unverified,bibliographic_inventory_only_until_verified
