first_author,year,title,type,collections,tags
Abid,2015,CPEC: Challenges and Opportunities for Pakistan.,journalArticle,CPEC,Corridors (Ecology) -- Design & construction; Corridors -- Economic aspects; DESIGN & construction; INTERNATIONAL cooperation; INTERNATIONAL relations; Pipelines; Railroads; Roads
Martínez Álvarez,2015,CHINA-KAZAKHSTAN ENERGY RELATIONS BETWEEN 1997 AND 2012,journalArticle,oilrussiachina,
,2015,FOCUS: Russia looks for new ways to keep up oil production and exports,journalArticle,oilrussiachina,
Majeed,2015,Issues and Adjustment in Pakistan's Federation.,journalArticle,federalism,CONSTITUTIONALISM; FEDERAL government; Identities; PAKISTAN -- Politics & government; Provincial autonomy; center-province relations; constitution; eighteen amendment; elections; federalism
Yang,2015,GIS analysis of depression among Twitter users,journalArticle,twitteropoliics,
Atefeh,2015,A Survey of Techniques for Event Detection in Twitter,journalArticle,twitteropoliics,
Fallon,2015,The New Silk Road: Xi Jinping's Grand Strategy for Eurasia,journalArticle,OBOR_train,
Minghao,2015,China’s New Silk Road Initiative,journalArticle,,
Korson,2015,Political Agency and Citizen Journalism: Twitter as a Tool of Evaluation,journalArticle,twitteropoliics,
Barberá,2015,Understanding the Political Representativeness of Twitter Users,journalArticle,twitteropoliics,
Goode,2015,Everyday Nationalism: Constructivism for the Masses*,journalArticle,socialmedia,
Akgul,2015,The Use of Data and Datasets in International Relations Research,journalArticle,socialmedia,
Heinrich,2015,Mixing geopolitics and business: How ruling elites in the Caspian states justify their choice of export pipelines,journalArticle,Geopolitics; oilrussiachina,Foreign policy; Geopolitics; Media analysis; Pipelines
Rehman,2015,Flood Disaster in Pakistan and its Impact on Agriculture Growth (A Review),journalArticle,environment,
Butt,2015,IMPACT OF CPEC ON REGIONAL AND EXTRA- REGIONAL ACTORS,journalArticle,BRI-EEU,
Quazi,2015,Foreign Aid and Quality of Governance in Developing Countries: An Econometric Case Study of South Asia and East Asia,journalArticle,environment,
Abbas,2016,The Role of Persian Language before Independence in India,journalArticle,iran,
Thevenin,2016,Measuring one century of railway accessibility and population change in France. A historical GIS approach,journalArticle,economicglobalism,
Jeong,2016,A typology of network city in a socio-economically disadvantaged region,journalArticle,economicglobalism,
Shailo,2016,"IMS-Growth Triangle, SADC and APEC: A Brief Analysis of Regional Integration and Transborder Relations from Critical Geopolitical Perspectives.",journalArticle,economicglobalism,Critical Geopolitics; Discourse Analysis; GEOPOLITICS -- Research; Globalization; INTERNATIONAL economic integration; INTERNATIONAL relations; Identity; Power Relation; Regional Integration; Transborder
Weede,2016,"Geopolitics, Institutions, and Economics: On the Rise and Decline of Civilizations",journalArticle,Geopolitics,
Adnan,2016,China-Pakistan Economic Corridor: A Road to Development and its Challenges.,journalArticle,CPEC,CHINA -- Foreign relations; Challenges; China; ENERGY development; Economic Corridor; Economic relations; Gawadar Port; INTERNATIONAL economic relations; INTERNATIONAL trade; PAKISTAN -- Foreign relations; Pakistan; trade
Sharples,2016,The shifting Geopolitics of Russia's natural gas exports and their impact on EU-Russia gas relations,journalArticle,oilrussiachina,
Nurgaliyeva,2016,Kazakhstan's economic soft balancing policy vis-à-vis Russia: From the Eurasian union to the economic cooperation with turkey,journalArticle,oilrussiachina,
Bertelsen,2016,"The return of china, post-cold war Russia, and the arctic: Changes on land and at sea",journalArticle,oilrussiachina,
Zhong,2016,The roles of countries in the international fossil fuel trade: An emergy and network analysis,journalArticle,oilrussiachina,
Wang,2016,Investigation of the freeze–thaw states of foundation soils in permafrost areas along the China–Russia Crude Oil Pipeline (CRCOP) route using ground-penetrating radar (GPR),journalArticle,oilrussiachina,China–Russia Crude Oil Pipeline (CRCOP); Freeze–thaw states; Ground-penetrating radar (GPR); Permafrost; Thaw depth; Thaw settlement
Javaid,2016,China's Interests and Challenges in South Asia.,journalArticle,CPEC; OBOR_train,ASIA -- Relations -- China; CHINA; CHINA -- Foreign relations; CHINESE civilization; China; ECONOMIC development; PAKISTAN -- Foreign relations; Pakistan; SOUTH Asia -- Foreign economic relations; economic activities; interests; matching role
Mushtaq,2016,Regional Identities in Quest of Separate Provinces: A New Challenge for the Pakistani Federation.,journalArticle,federalism,Autonomy (Political science); CONSTITUENT power; Federation; MINORITIES; POLITICAL parties; PROVINCES; Pakistan; REGIONAL identity (Psychology); Regional Identities; Separate Provinces
Jabeen,2016,Revisiting Public Policy Making Process and Strategies in Pakistan: A Governance Perspective.,journalArticle,federalism,Collaborative; DEVELOPING countries; GOVERNMENT policy; Governance; NETWORK governance; POLICY sciences; Pakistan; Participative; Public Policy; Reforms
Sial,2016,Provincial Autonomy under Stress in Pakistan.,journalArticle,federalism,Autonomy (Political science); CONSTITUTIONAL law; DECENTRALIZATION in government; PAKISTAN -- Politics & government; PROVINCES; Pakistan
Wang,2016,Offensive for defensive: the belt and road initiative and China's new grand strategy,journalArticle,OBOR_train,
Saif,2016,Contextual semantics for sentiment analysis of Twitter,journalArticle,twitteropoliics,
Wigell,2016,Geopolitics versus geoeconomics: the case of Russia's geostrategy and its effects on the EU,journalArticle,callforpapers,
Harris,2016,"America, Europe and the Necessary Geopolitics of Trade",journalArticle,callforpapers,
MensXP,2016,Adnan Sami Stood Up In Support Of India And The Pakistanis Are Calling Him A 'Traitor' On Twitter,journalArticle,southasia,
Blokh,2016,Psychological Warfare Analysis Using Network Science Approach,journalArticle,twittergeopolitics2b,
HUASHENG,2016,Afghanistan and China's new neighbourhood diplomacy,journalArticle,Afghanistan,
Jin,2016,The US Withdrawal and One Belt One Road: Chinese Concerns and Challenges in Afghanistan,journalArticle,Afghanistan,
Rahman,2017,Analysis of Chinese Economic and National Security Interests in China- Pakistan Economic Corridor (CPEC) under the Framework of One Belt One Road (OBOR) Initiative,journalArticle,pakchina_snds,
Ahmad,2017,China-Pakistan Economic Corridor and Its Social Implication on Pakistan: How Will CPEC Boost Pakistan’s Infrastructures and Overcome the Challenges?,journalArticle,pakchina_snds,
Duncombe,2017,Twitter and transformative diplomacy: social media and Iran–US relations,journalArticle,Geopolitics,
Volpe Martincus,2017,"Roads, exports and employment: Evidence from a developing country",journalArticle,economicglobalism,
Bai Shi,2017,A BOOST TO REGIONAL ECONOMIES: The construction of the China-Pakistan Economic Corridor accelerates.,journalArticle,OBOR_train,CHINA -- Foreign economic relations; ECONOMIC development; FOREIGN investments; LETTERS of intent; PAKISTAN -- Foreign economic relations
Segesten,2017,A typology of political participation online: how citizens used Twitter to mobilize during the 2015 British general elections,journalArticle,twitteropoliics,
Salloum,2017,A Survey of Text Mining in Social Media: Facebook and Twitter Perspectives,journalArticle,twitteropoliics,
Vargo,2017,"Socioeconomic Status, Social Capital, and Partisan Polarity as Predictors of Political Incivility on Twitter: A Congressional District-Level Analysis",journalArticle,twitteropoliics,
Ke,2017,A systematic identification and analysis of scientists on Twitter,journalArticle,twitteropoliics,
Beauchamp,2017,Predicting and Interpolating State-Level Polls Using Twitter Textual Data,journalArticle,twitteropoliics,
McCormick,2017,Using Twitter for Demographic and Social Science Research: Tools for Data Collection and Processing,journalArticle,twitteropoliics,
Warrington,2017,Countering violent extremism via de-securitisation on Twitter,journalArticle,twitteropoliics,
Jendoubi,2017,Two evidential data based models for influence maximization in Twitter,journalArticle,twitteropoliics,
Himelboim,2017,Classifying Twitter Topic-Networks Using Social Network Analysis,journalArticle,twitteropoliics,
Di Muzio,2017,Uneven and combined confusion: on the geopolitical origins of capitalism and the rise of the west,journalArticle,callforpapers,
Glukhov,2017,Construction of national identity through a social network: a case study of ethnic networks of immigrants to Russia from Central Asia,journalArticle,socialmedia,
Williams,2017,"Introduction: Social Media, Political Marketing and the 2016 U.S. Election",journalArticle,twitteropoliics,
Blanchard,2017,The Geopolitics of China’s Maritime Silk Road Initiative,journalArticle,SCO; callforpapers,
Austvik,2017,EU-Russian Gas Trade and the Shortcomings of International Law,journalArticle,energy_statistics,
Baysal,2017,"Climate Change and Security: Different Perceptions, Different Approaches",journalArticle,climate_change,
Khan,2018,Analysis of power plants in China Pakistan economic corridor (CPEC): An application of analytic network process (ANP),journalArticle,pakchina_snds,
Meyer,2018,"Free Trade, Fair Trade, and Selective Enforcement",journalArticle,economicglobalism,
Zhang,2018,The Belt and Road Initiative: China’s New Geopolitical Strategy?,journalArticle,BRI-EEU,
Csurgai,2018,The Increasing Importance of Geoeconomics in Power Rivalries in the Twenty-First Century,journalArticle,callforpapers,
Moisio,2018,Towards Geopolitical Analysis of Geoeconomic Processes,journalArticle,callforpapers,
Cai,2018,The One Belt One Road and the Asian Infrastructure Investment Bank: Beijing’s New Strategy of Geoeconomics and Geopolitics,journalArticle,callforpapers,
Rath,2018,Utilizing computational trust to identify rumor spreaders on Twitter.,journalArticle,twittergeopolitics2b,Computational trust; Recurrent neural networks; Representation learning; Rumor detection
Manor,2018,Visually framing the Gaza War of 2014: The Israel Ministry of Foreign Affairs on Twitter.,journalArticle,twittergeopolitics2b,2014 Gaza War; digital diplomacy; framing theory; strategic narratives; visual politics
Howard,2018,"Social Media, News and Political Information during the US Election: Was Polarizing Content Concentrated in Swing States?",journalArticle,twitteropoliics,
Walker,2018,On mineral sovereignty: Towards a political theory of geological power,journalArticle,energy_statistics,
Minneti,2018,Environmental Governance and the Global South,journalArticle,environment,
Wigell,2018,Geo-economics and Power Politics in the 21st Century,journalArticle,geoeconomics,
Wei,2018,The Cooperation Between China and Afghanistan Under the “Belt and Road Initiative”,journalArticle,Afghanistan,
Yan Wei,2018,The Cooperation Between China and Afghanistan Under the “Belt and Road Initiative”,journalArticle,Afghanistan,
Beeson,2018,Geoeconomics with Chinese characteristics: the BRI and China’s evolving grand strategy,journalArticle,BRI-EEU,
Reeves,2018,China’s Silk Road Economic Belt Initiative: Network and Influence Formation in Central Asia,journalArticle,SCO,
Salakhetdinov,2018,Russian Projects and Energy Cooperation in South Africa,journalArticle,climate_change,
Ramachandran,2018,Impact of the Pashtun Tahafuz Movement on Pakistan’s Political Landscape,journalArticle,pakistan,
Gasiorowski,2019,U.S. Perceptions of the Communist Threat in Iran during the Mossadegh Era,journalArticle,iran,
Alam,2019,Impact of Transport Cost and Travel Time on Trade under China-Pakistan Economic Corridor (CPEC),journalArticle,pakchina_snds,
Tseng,2019,The Belt and Road Initiative (BRI) and the Chinese Vision of Regionalization,journalArticle,BRI-EEU,
Guerrero-Sol�,2019,Government Formation and Political Discussions in Twitter: An Extended Model for Quantifying Political Distances in Multiparty Democracies.,journalArticle,twittergeopolitics2b,Spain; Twitter; coalition formation; government formation; politics; prediction; retweet overlap
Upadhyay,2019,Decimating democracy in 140 characters or less: Pakistan army�s subjugation of state institutions through twitter.,journalArticle,twittergeopolitics2b,
Spierings,2019,Keeping an Eye on the People: Who Has Access to MPs on Twitter?.,journalArticle,twittergeopolitics2b,Twitter; members of parliament; political communication; politics; populism; social media
Schneiker,2019,How to analyze social media? Assessing the promise of mixed-methods designs for studying the twitter feeds of PMSCs.,journalArticle,twittergeopolitics2b,
Constance,2019,Twitter and the Challenges of Digital Diplomacy.,journalArticle,twittergeopolitics2b,
Ter�n,2019,Dynamic profiles using sentiment analysis and twitter data for voting advice applications.,journalArticle,twittergeopolitics2b,Decision-making; Dynamic profiles; Recommender systems; Sentiment analysis; Voting advice applications
Larson,2019,Social Networks and Protest Participation: Evidence from 130 Million Twitter Users.,journalArticle,twittergeopolitics2b,Social media – Analysis; Social media – Demonstrations and protests; Social networks – Analysis; Social networks – Demonstrations and protests
Neu,2019,Twitter and social accountability: Reactions to the Panama Papers.,journalArticle,twittergeopolitics2b,Accounting interventions; Big data and quantitative methods; Panama papers; Social accountability; Social media
Lubinga,2019,Mining Social Media for Political Communication: Lessons from an Analysis of Twitter Use between Citizens and the African National Congress pre-2014 South African National Elections.,journalArticle,twittergeopolitics2b,
Schneiker,2019,Telling the Story of the Superhero and the Anti-Politician as President: Donald Trump�s Branding on Twitter.,journalArticle,twittergeopolitics2b,Donald Trump; Twitter; celebrity politicians; political branding
Schneiker,2019,Hiding in plain sight: Private military and security companies� use of Twitter as a distraction tool.,journalArticle,twittergeopolitics2b,Twitter; business communication; private military and security companies; private security; social media; visibility
Schuster,2019,The rise of global policy networks in education: analyzing Twitter debates on inclusive education using social network analysis.,journalArticle,twittergeopolitics2b,Inclusive education; Twitter; global governance; policy networks; social network analysis
Urman,2019,Context matters: political polarization on Twitter from a comparative perspective,journalArticle,twittergeopolitics2b,
Mourao,2019,Covering Protests on Twitter: The Influences on Journalists’ Social Media Portrayals of Left- and Right-Leaning Demonstrations in Brazil,journalArticle,twittergeopolitics2b,
Keller,2019,Political Astroturfing on Twitter: How to Coordinate a Disinformation Campaign,journalArticle,twittergeopolitics2b,
Daniel,2019,Static and dynamic incentives for Twitter usage in the European Parliament,journalArticle,twittergeopolitics2b,
Johnston,2019,The Belt and Road Initiative: What is in it for China?,journalArticle,BRI-EEU,
Moisio,2019,Re-thinking geoeconomics: Towards a political geography of economic geographies,journalArticle,callforpapers,
Jones,2019,Understanding China’s ‘Belt and Road Initiative’: beyond ‘grand strategy’ to a state transformation analysis,journalArticle,BRI-EEU,
Linvill,2019,"""THE RUSSIANS ARE HACKING MY BRAIN!"" investigating Russia's internet research agency twitter tactics during the 2016 United States presidential campaign.",journalArticle,twittergeopolitics2b,
Sainudiin,2019,Characterizing the Twitter network of prominent politicians and SPLC-defined hate groups in the 2016 US presidential election.,journalArticle,twittergeopolitics2b,2016 US presidential election; Apache Spark; Configuration model; Directed degrees of separation; Donald Trump; Empirical geometric retweet model; Population retweet ideological trees; Scalable generalized Fisher�s exact test; Twitter; US hate groups
Hernandez-Santaolalla,2019,Post-truth and intimidation on Twitter during Catalan referendum 1-O.,journalArticle,twittergeopolitics2b,Catalonia; Emotion; Hateful culture; Political communication; Social media
Grimaldi,2019,Can we analyse political discourse using Twitter? Evidence from Spanish 2019 presidential election.,journalArticle,twittergeopolitics2b,
Domnguez,2019,Social unrest through new technologies: Twitter as a political tool.,journalArticle,twittergeopolitics2b,#acampadasol; #spanishrevolution; 15-M; Occupy; Politics 2.0; Popular Democracy; Social networks; Twitter
Bratslavsky,2019,"Twitter, incivility, and presidential communication: A theoretical incursion into spectacle and power.",journalArticle,twittergeopolitics2b,Incivility; discourse; infrastructure; platform; spectacle
Jaidka,2019,Brevity is the Soul of Twitter: The Constraint Affordance and Political Discussion.,journalArticle,twittergeopolitics2b,Affordances; Computational Social Science; Political Communication; Political Discussion; Social Media
Hemsley,2019,Followers Retweet! The Influence of Middle-Level Gatekeepers on the Spread of Political Information on Twitter.,journalArticle,twittergeopolitics2b,Twitter; curation logics; diffusion; information flow; network gatekeepers; political elections
Modrek,2019,The #MeToo Movement in the United States: Text Analysis of Early Twitter Conversations.,journalArticle,twittergeopolitics2b,machine learning; sexual abuse; sexual assault; social media
Pond,2019,"Riots and Twitter: connective politics, social media and framing discourses in the digital public sphere.",journalArticle,twittergeopolitics2b,ICTs; Social media; Twitter; connective action; media studies; social movements
Huang,2019,"Building a Network to ""Tell China Stories Well"": Chinese Diplomatic Communication Strategies on Twitter.",journalArticle,twittergeopolitics2b,China; Twitter; network communication; public diplomacy
Jones,2019,"Propaganda, Fake News, and Fake Trends: The Weaponization of Twitter Bots in the Gulf Crisis.",journalArticle,twittergeopolitics2b,Gulf crisis; Middle East; Qatar; Twitter; bots; computational propaganda
Heiss,2019,Populist Twitter Posts in News Stories Statement Recognition and the Polarizing Effects on Candidate Evaluation and Anti-Immigrant Attitudes.,journalArticle,twittergeopolitics2b,Confirmation bias; disconfirmation bias; hybrid media system; political polarization; populism; social media
Xia,2019,"Disinformation, performed: self-presentation of a Russian IRA account on Twitter.",journalArticle,twittergeopolitics2b,Disinformation; affordances; authenticity; performance; self-presentation; social media
Schafer,2019,Paris and Nice terrorist attacks: Exploring Twitter and web archives.,journalArticle,twittergeopolitics2b,Twitter; attacks; born-digital heritage; heritagization; terrorism; web; web archives
Al Baghal,2019,Linking Twitter and Survey Data: The Impact of Survey Mode and Demographics on Consent Rates Across Three UK Studies.,journalArticle,twittergeopolitics2b,Twitter; consent; linkage; mode effects; surveys
Nikolayenko,2019,Framing and counter-framing a Peace March in Russia: the use of Twitter during a hybrid war.,journalArticle,twittergeopolitics2b,Antiwar protests; Russia; framing; hybrid war; peace march; social media
Torregrosa,2019,Linguistic analysis of pro-ISIS users on Twitter.,journalArticle,twittergeopolitics2b,ISIS; Linguistics; Twitter; jihadism; political extremism; radicalization
Southern,2019,"Twitter, Incivility and �Everyday� Gendered Othering: An Analysis of Tweets Sent to UK Members of Parliament.",journalArticle,twittergeopolitics2b,Twitter; gender; incivility; othering; representation
Ruoho,2019,the inner circle of power on twitter? How politicians and journalists form a virtual network elite in Finland.,journalArticle,twittergeopolitics2b,Digitalization of media; Mediated elites; Political communication
Boukes,2019,Social network sites and acquiring current affairs knowledge: The impact of Twitter and Facebook usage on learning about the news.,journalArticle,twittergeopolitics2b,Facebook; Social network sites; Twitter; current affairs knowledge; knowledge gap; learning effects; social media
Faisal,2019,CPEC and Regional Connectivity,journalArticle,Afghanistan,
Miles,2019,"Trump, Twitter, and Public Dissuasion: A Natural Experiment in Presidential Rhetoric.",journalArticle,twittergeopolitics2b,President Trump; Twitter; guns
Wang,2019,Common Core State Standards on Twitter: Public Sentiment and Opinion Leaders.,journalArticle,twittergeopolitics2b,education policy; network analysis; network science; policymaking; politics; sentiment analysis; social media; text mining; the Common Core State Standards
Srinivasan,2019,Twitter Data for Predicting Election Results: Insights from Emotion Classification,journalArticle,twittergeopolitics2b,Human factors; Internet; Media; Social factors; Social implications of technology; Social networking (online); Twitter; emotion classification; limited size texts; microblogging sites; predicting election results; short size texts; social media; social network; social networking (online); text analysis; twitter data
Drus,2019,Sentiment Analysis in Social Media and Its Application: Systematic Literature Review,journalArticle,twitteropoliics,
Titumir,2019,Strategic Implications of China’s Belt and Road Initiative (BRI): The Case of Bangladesh,journalArticle,BRI-EEU,
Warner,2019,Securitization of climate change: How invoking global dangers for instrumental ends can backfire,journalArticle,climate_change,
Jiang,2019,Monitoring the long-term desertification process and assessing the relative roles of its drivers in Central Asia,journalArticle,climate_change,
Price,2019,Reconnecting Afghanistan,journalArticle,Afghanistan,
Yuldasheva,2020,Iran-Uzbekistan Relations in the Regional Security Context,journalArticle,iran,
Sauvageot,2020,Between Russia as producer and Ukraine as a transit country: EU dilemma of interdependence and energy security,journalArticle,russiapipelines,
O’Rourke,2020,The Strategic Logic of Covert Regime Change: US-Backed Regime Change Campaigns during the Cold War,journalArticle,GreatPowers,
Basit,2020,Barelvi Political Activism and Religious Mobilization in Pakistan: The Case of Tehreek-e-Labaik Pakistan (TLP),journalArticle,southasia,
Garnett,2020,Vulnerability of the United Kingdom’s food supply chains exposed by COVID-19,journalArticle,,Business and industry; Business and management; Complex networks; Operational research
UNCTAD,2020,Framework for the Voluntary Sustainability Standards (VSS) Assessment Toolkit,journalArticle,environment,
Wignaraja,2020,Chinese Investment and the BRI in Sri Lanka,journalArticle,BRI-EEU,
Murton,2020,Trans-Himalayan power corridors: Infrastructural politics and China's Belt and Road Initiative in Nepal,journalArticle,BRI-EEU,BRI; China; Corridors; Himalaya; Hydropower; Infrastructure; Nepal; Roads
Murton,2020,Trans-Himalayan power corridors: Infrastructural politics and China's Belt and Road Initiative in Nepal,journalArticle,BRI-EEU,BRI; China; Corridors; Himalaya; Hydropower; Infrastructure; Nepal; Roads
Khalfi,2020,Agreement On The Joint Comprehensive Plan Of Action (JCPOA) Between Iran And The United States,journalArticle,climate_change,
Hussaini,2020,Economic Growth and Higher Education in South Asian Countries: Evidence from Econometrics,journalArticle,environment,
Ul-Haq,2020,Energy Scenario in South Asia: Analytical Assessment and Policy Implications,journalArticle,energy_statistics,Asia; Economic indicators; Energy mix; Government; Renewable energy sources; SWOT analysis; Sociology; Statistics; policy; regional trade
Khan,2020,Resistance in disguise and the re-construction of identity: a case of the Pashtuns in Pakistan,journalArticle,pakistan,
Mohib,2021,Impact of Road Transport Infrastructure on Economic Growth: Evidence from Afghanistan,journalArticle,Afghanistan,
Jalali,2021,The Geopolitics of Afghan-Iranian Relations,journalArticle,Afghanistan,
Orokboev,2021,Trans-Afghan Transport Corridor: With Hope for the Future,journalArticle,Afghanistan,
Tankosić,2022,Food Safety Policy in the European Union,journalArticle,environment,
Khan,2022,China’s foreign policy shift from belt and road initiative to global development initiative: impacts on maritime geopolitics of the Indian ocean region,journalArticle,BRI-EEU,Maritime Geopolitics
Lei,2022,Global Development Initiative: An International Public Goods to Promote Common Development,journalArticle,BRI-EEU,
Kamburawala,2022,Belt and Road Initiative (BRI) and Sri Lanka: A Review of Literature,journalArticle,,
Yan,2022,Food security in South Asia under climate change and economic policies,journalArticle,foodsecurity,Climate change; Fiscal policy; Food security; GDP; SAFTA; South Asia; Trade policy; Welfare; Yields
Akbarzadeh,2023,"Soft power, hard power dynamics: the case of Iran in Afghanistan",journalArticle,Afghanistan,
Hessami,2023,Avoiding a Central Asian Water War: Challenges and Opportunities for Cooperation between the Islamic Republic of Iran and the Islamic Emirate of Afghanistan,journalArticle,Afghanistan,
Wei,2023,SCO and the Belt and Road Initiative – the Prospect of Double Insurance to Afghanistan,journalArticle,Afghanistan,
Zaki,2023,Literature Review on Belt and Road Initiative’s Integration for Trade Connectivity of Afghanistan,journalArticle,Afghanistan,
Iqbal,2023,The Pashtun Tahafuz Movement as a Template for Non-Violent Collective behaviour,journalArticle,pakistan,Collective behaviour; Non-Violence; Pashtuns; Social movements
Yar,2024,Afghanistan's Geopolitical and Geo-economic Significance in Regional Connectivity and Development,journalArticle,Afghanistan,Afghanistan; Central Asia; Geo-Economics; Geographical Location; Geopolitics; South Asia
Yawar,2024,Examining the Position of Afghanistan in the New Plan of China's Belt and Road Initiative (With Emphasis on Media Strategies),journalArticle,Afghanistan,
Sarbiland,2024,"China-Afghanistan Relations And The Wakhan Corridor: Assessing Economic Interests, Infrastructural Development, And Geopolitical Implications",journalArticle,Afghanistan,China-Afghanistan Relations; Economic Interests; Geopolitical Implications; Infrastructural Development; Wakhan Corridor
Yar,2024,Afghanistan's Geopolitical and Geo-economic Significance in Regional Connectivity and Development,journalArticle,Afghanistan,Afghanistan; Central Asia; Geo-Economics; Geographical Location; Geopolitics; South Asia
Atif,2024,The Geopolitical Location of Afghanistan: Opportunities and Challenges in Relations with South and Central Asian Countries,journalArticle,Afghanistan,
Neshat Keliwaal,2024,"North-South Transport Corridor Opportunities, Challenges, and the Role of Afghanistan",journalArticle,Afghanistan,
Сайдалиева,2025,THE ROLE OF TRANSIT POLICY IN AFGHANISTAN’S ECONOMIC GROWTH,journalArticle,Afghanistan,
Kulyntay,2025,"Transport and Communication Potential of Central Asia: EU Interests, Challenges, and Prospects",journalArticle,Afghanistan,
Saydaliyeva,2025,THE ROLE OF TRANSIT POLICY IN AFGHANISTAN’S ECONOMIC GROWTH,journalArticle,Afghanistan,
Dhaka,,The Geoeconomic Simulacrum of BRI and the South Asian Regional Security Complex,journalArticle,BRI-EEU,
Chase-Dunn,,Response to Barry Buzan and George Lawson: The global transformation: The 1...,journalArticle,economicglobalism,
Assef,,China's control of the heavens_the space silk road,journalArticle,OBOR_train,
Roesslein,,tweepy Documentation,journalArticle,twitteropoliics,
杨宇,,中国海外油气依存的现状、地缘风险与应对策略,journalArticle,oilrussiachina,
Mitrova,,THE GEOPOLITICS OF RUSSIAN NATURAL GAS,journalArticle,russiapipelines,
Tahir,,"China, Pakistan, and Afghanistan: Partnership for Regional Peace",journalArticle,Afghanistan,
Ali,,Importance and Implications of CPEC in South Asia: The Indian Factor,journalArticle,BRI-EEU,
Abid,,CPEC: Challenges and Opportunities for Pakistan,journalArticle,BRI-EEU,
Bergner,,Developing Nepal’s Hydroelectric Resources: Policy Alternatives,journalArticle,pakgeoecnomics,
Wijayatunga,,An Overview of Energy Cooperation in South Asia,journalArticle,energy_statistics,
Kulyntay,,"Transport and Communication Potential of Central Asia: EU Interests, Challenges, and Prospects",journalArticle,Afghanistan,
Cacicedo,,Opportunities for the EU?,journalArticle,Afghanistan,
Malikyar,,BELT AND ROAD INITIATIVE AND AFGHANISTAN,journalArticle,Afghanistan,
Maoz,2003,Domestic Politics of Regional Security: Theoretical Perspectives and Middle Eastern Patterns,magazineArticle,securitycomplex,
Motlagh,2010,"With U.S. Approval, Moscow Heads Back to Afghanistan",magazineArticle,newspaper,
Minghao,2015,China’s new Silk Road initiative,magazineArticle,OBOR_train,
,2015,Poisoned legacy,magazineArticle,uzbekistan,
Koshkin,2017,Can Russia realistically integrate with China and Europe at the same time? | Russia Direct,magazineArticle,economicglobalism,
Pannie,2019,Putin Offers Russian Help To Build Kazakh Nuclear Plant,magazineArticle,centralAsia,
,2019,A deal to end the insurgency in Afghanistan would be wonderful,magazineArticle,taliban,
,2019,The Nord Stream 2 gas pipeline is a Russian trap,magazineArticle,russiapipelines,
Kashifi,2019,Overview of Afghanistan Transportation,magazineArticle,Afghanistan,
Coppins,2020,The Billion-Dollar Disinformation Campaign to Reelect the President,magazineArticle,Geopolitics,
Peterson,2021,‘Back to the darkness’: Afghan women speak from Taliban territory,magazineArticle,taliban2,
Economist.com,2022,Why the war in Ukraine is driving up Europe’s use of coal—and its price,magazineArticle,environment,
Iden,2022,Power of Siberia 2 Pipeline Puts Ever More Pressure on Europe,magazineArticle,russiapipelines,
Jehl,1998,Iran Holds Taliban Responsible for 9 Diplomats' Deaths,newspaperArticle,taliban_twitter,
Brooke,2004,The Asian Battle for Russia's Oil and Gas,newspaperArticle,oilrussiachina,
Fukuyama,2006,After Neoconservatism,newspaperArticle,Geopolitics,
Moskvitch,2011,Smart jeans: A cause for concern?,newspaperArticle,russiapipelines,
ET Bureau,2013,Ajmer Sharif Dargah spiritual head to boycott Pakistan PM's visit,newspaperArticle,dargah_sharif,
Ehsas,2013,Balkh oil refinery resumes production,newspaperArticle,WorldFocus,
Donati,2013,UPDATE 1-Missing refinery deal halts landmark China-Afghan oil project,newspaperArticle,WorldFocus,
Rubin,2013,Afghan Leader Says U.S. Abets Taliban’s Goal,newspaperArticle,taliban2,
Aziz,2014,The ISI’s Great Game in Afghanistan,newspaperArticle,WorldFocus,
TCA,2014,"Turkmenistan, Afghanistan, Pakistan and India establish landmark TAPI pipeline company",newspaperArticle,WorldFocus,AFGHANISTAN; Asian Development Bank -- Officials and employees; Gas transmission industry -- International economic relations; Gas transmission industry -- Officials and employees; Gas utilities -- International economic relations; Gas utilities -- Officials and employees; India; Natural gas -- Pipe lines; Pakistan; Turkmenistan
Romanowski,2014,Central Asia’s Energy Rush,newspaperArticle,WorldFocus,
PTI,2016,India keen on setting up LNG terminal at Iranian port,newspaperArticle,centralAsia,
Hart,2016,Central Asia’s Oil and Gas Now Flows to the East,newspaperArticle,WorldFocus,
,2016,Building the world's tallest dam,newspaperArticle,OBOR_train,
Stanway,2016,China to boost nuclear fuel reserves to feed new reactors,newspaperArticle,SCO,
BBCNews,2017,'Silk Road' freight train from China arrives in Barking,newspaperArticle,OBOR_train,
Huaxia,2017,Spotlight: Chinese landmark concept put into UN Security Council resolution for 1st time,newspaperArticle,CPEC,
Chaudhury,2017,European MPs caution OBOR could make continent subservient to China,newspaperArticle,economicglobalism,
Bhattacharjee,2017,"Race for supremacy: India, Japan plan alternative to counter China's OBOR",newspaperArticle,economicglobalism,
PTI,2017,'China willing to give Sri Lanka $ 24 billion more as part of OBOR',newspaperArticle,economicglobalism,
PTI,2017,China to invest $50 billion to develop Indus River Cascade in Pakistan: Report,newspaperArticle,newspaper,
EWB,2017,India to skip Belt and Road Forum in China: Report,newspaperArticle,newspaper,
PTI,2017,"China ropes in US, Japan for silk road summit, India yet to confirm participation",newspaperArticle,newspaper,
Akhlaqi,2017,Afghanistan: Transit hub for the region,newspaperArticle,WorldFocus,
