folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed
International Relations Theory,Power_in_Global_Governance.pdf,Power in Global Governance,theory,"Power operates through multiple dimensions and forms in global governance, and scholars must expand their conceptual frameworks to recognize how these different kinds of power connect and intersect across issue areas in world politics.",power taxonomy; forms of power; global governance; international relations; world politics; theoretical perspectives,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Puzzles of the Democratic Peace Theory Geopolitics and the Transformation of World Politics.pdf,"Puzzles of the Democratic Peace: Theory, Geopolitics and the Transformation of World Politics",theory,"Democratic peace theory requires reexamination through historical and geopolitical analysis, revealing how regime type, rivalry, and systemic context jointly shape patterns of interstate conflict and cooperation.",democratic peace theory; regime type and conflict; international rivalry; systemic leadership; geopolitical context,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Rational Theory of International Politics The Logic of Competition and Cooperation.pdf,Rational Theory of International Politics: The Logic of Competition and Cooperation,theory,"International anarchy does not inherently drive competition; under varying material and information conditions, rational states often choose cooperation to achieve security.",rational choice theory; security dilemma; arms races; state cooperation; structural anarchy; strategic choice,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Realism idealism and international politics.pdf,"Realism, Idealism and International Politics: A Reinterpretation",theory,The Anglo-American discipline of International Relations has been founded on a false dichotomy between realism and idealism; a reinterpretation of major realist theorists reveals how both explanatory and normative dimensions of international theory are inseparable and mutually constitutive.,realism versus idealism; domestic-international distinction; power politics and anarchy; balance of power; state behaviour explanation; metatheoretical assumptions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Realism in International Relations and International Political Economy.pdf,Realism in International Relations and International Political Economy: The Continuing Story of a Death Foretold,theory,"Realism evolved not as a fixed school of thought but as a repeatedly failed attempt to transform European diplomatic rules into principles of US social science, with its trajectory marked by crises and institutional pressures.",classical realism; core concepts and their evolution; containment policy; crisis management; détente diplomacy; inter-paradigm debate,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Realism reconsidered.pdf,Realism Reconsidered: The Legacy of Hans Morgenthau in International Relations,theory,This edited volume reassesses Hans Morgenthau's foundational contributions to realist international relations theory and examines his continuing relevance to contemporary debates in international politics.,realism; Hans Morgenthau; balance of power; international morality; agency; political realism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Realist tradition & limits of international relations.pdf,The Realist Tradition and the Limits of International Relations,theory,"Classical realist thinkers emphasized restrained power and ethics in politics, contrary to the stereotype that realism reduces IR to crude power politics.",Realism; Power politics; Ethics in international relations; Classical realist thought; Responsible statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Regions and powers.pdf,Regions and Powers: The Structure of International Security,mixed,"Since decolonization, regional security complexes have become the primary organizing framework for understanding post-Cold War international security dynamics, revealing radical diversity in global security patterns.",Regional security complexes; Security regionalism; Post-Cold War order; Decolonization; Global power structure; Territorial security dynamics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Regions of War and Peace.pdf,Regions of War and Peace,empirical,"Power parity and dissatisfaction with the status quo are correlates of war across regions and power levels, with differential development explaining cross-regional variation in their war-generating effects.",power parity; status quo dissatisfaction; regional hierarchies; minor vs. major powers; development differentials,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Religion in IR.pdf,Religion in International Relations: The Return from Exile,theory,"Religion, long marginalized in IR theory and practice, has resurged as a vital force shaping international politics, security, and global ethics in the post-Cold War era.",religious resurgence; securitization; international political theology; religious pluralism; faith and conflict; Christian-Islamic dialogue,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Rethinking_ethical_foreign_policy.pdf,Rethinking Ethical Foreign Policy,theory,"Ethics have become central to contemporary foreign policy, and understanding their limits requires examining both internal policy dynamics and unintended consequences rather than simply reconciling interests with values.",ethical foreign policy; intervention techniques; strategic interests vs. values; policy consequences; international governance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Securitization Understanding Its Process in the field of International Relations.pdf,Securitization: Understanding Its Process in the Field of International Relations,theory,"Security issues are socially constructed through a process of securitization, with the Copenhagen School and Singaporean School offering competing frameworks for understanding how and why certain developments become defined as security threats requiring emergency measures.",securitization; Copenhagen School framework; Singaporean School framework; social construction of threats; non-traditional security; security expansion,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Social and Cultural Dynamics.pdf,"Social and Cultural Dynamics: A Study of Change in Major Systems of Art, Truth, Ethics, Law and Social Relationships",theory,"Sociocultural systems undergo cyclical fluctuations between ideational, idealistic, and sensate phases, with major shifts in art, philosophy, ethics, law, and social organization reflecting deeper patterns of historical change.",ideational and sensate cultural phases; cyclical theory of history; macrosociology; cultural mentality; systems of truth and ethics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Social theory of international politics.pdf,Social Theory of International Politics,theory,"The international system is a social construction shaped by shared ideas and cultures of anarchy rather than material forces alone, with state interests and behaviors fundamentally determined by how states conceptualize their relationships as enemies, rivals, or friends.",constructivism; cultures of anarchy; social construction; structural change; state identity and interests,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,State Society and International Relations in Asia.pdf,"State, Society and International Relations in Asia: Reality and Challenges",empirical,"Asian postcolonial states navigate rising economic and political power while managing internal tensions around nationalism, democratization, ethno-religious conflict, and state-society relations in a globalizing world.",postcolonial state formation; nationalism and democratization; state-society relations; ethno-religious tensions; geopolitics and regionalization; economic industrialization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,State repression and the domestic democratic peace.pdf,State Repression and the Domestic Democratic Peace,empirical,"Democracy reduces state repression across multiple dimensions, though unevenly and contingently on the absence of severe political conflict.",state repression; democratic peace; human rights violations; electoral participation; political conflict; regime type,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Strategic_Regions_in_21st_Century_Power_Politics.pdf,Strategic Regions in 21st Century Power Politics: Zones of Consensus and Zones of Conflict,empirical,"The book examines how geographical regions shape contemporary international power competition, identifying areas of consensus and conflict among major powers through geopolitical analysis of strategic zones including the Indian Ocean, Arctic, South China Sea, and Eurasia.",geopolitics; strategic regions; power politics; zones of conflict; great power competition; regional hegemony,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,System Effects.pdf,System Effects: Complexity in Political and Social Life,theory,"Political and social systems exhibit emergent properties and complex interdependencies where outcomes arise from interactions among actors rather than from individual intentions, requiring analysis of indirect effects, feedback loops, and systemic constraints.",System effects and emergent properties; Feedback loops and circular causality; Balance of power dynamics; Interdependence and interconnection; Triangular relations and alignment; Complexity in international relations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Temptations_of_power.pdf,Temptations of Power: The United States in Global Politics after 9/11,empirical,"The United States faced critical choices about how to exercise its post-Cold War power following the September 11 attacks, with significant consequences for global politics and international relations.",US foreign policy; balance of power; post-9/11 strategy; terrorism and national security; international relations theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Anarchical Society Bull.pdf,The Anarchical Society: A Study of Order in World Politics,theory,"International order can exist among sovereign states despite the absence of a central authority, through the functioning of an international society based on shared rules, institutions, and practices.",International society; Balance of power; Order versus justice; Great power management; Diplomacy and international law,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Behavioral Origins of War.pdf,The Behavioral Origins of War,method,Comprehensive empirical testing of multiple international relations theories through comparative hypothesis testing reveals that war's origins emerge from multiple complementary causes rather than single explanatory frameworks.,expected utility theory; comparative hypothesis testing; international conflict; behavioral explanations; theoretical cumulation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Expansion of International Society Hedley Bull.pdf,The Expansion of International Society,mixed,"The international society of European origin has geographically expanded globally and transformed from a European-dominated system into a universal, non-hegemonic structure, raising the question of whether consensus on common rules and institutions has been maintained or eroded.",European international system expansion; International society and membership; Hegemony and domination; Non-European state integration; Global consensus and institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Field of Nations An Account of Some New Approaches to International Relations.pdf,The Field of Nations: An Account of Some New Approaches to International Relations,method,"International relations can be systematically studied through behavioural science techniques and formal models, including game theory, simulations, and mathematical frameworks, that complement traditional historical and political analysis.",game theory and interdependent decisions; systems analysis and modelling; simulation methods; quantitative analysis and statistical methods; crisis analysis and decision-making; behavioural approaches to world politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The First World War and German National Identity The Dual Alliance at War.pdf,The First World War and German National Identity: The Dual Alliance at War,empirical,"The First World War challenged and reshaped German national identity through the complex relationship between Imperial Germany and Austria-Hungary, revealing tensions between German-speaking populations and broader conceptions of German nationhood.",German national identity; Austro-German alliance; War and society; Central European history; German war aims,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Fundamental Principles of International Relations.pdf,Fundamental Principles of International Relations,theory,"International relations encompasses enduring characteristics of world politics alongside revolutionary changes affecting the state system, with contemporary trends like globalization reshaping traditional IR issues in a complex post-Cold War era.",state system; globalization; international organization; foreign policy; world politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,"The Hawk and the Dove Paul Nitze, George Kennan, and the History of the Cold War by Nicholas Thompson.mobi.pdf","The Hawk and the Dove: Paul Nitze, George Kennan, and the History of the Cold War",empirical,"A dual biography examining the contrasting Cold War strategies of Paul Nitze and George Kennan, exploring how their fundamental disagreement on containment and deterrence shaped U.S. foreign policy from the 1940s through the 1980s.",containment strategy; Cold War deterrence; U.S.-Soviet relations; arms race negotiations; policy disagreement and influence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,"The Last Decade of the Cold War From Conflict Escalation to Conflict Transformation Cass Series--Cold War History, 5 by Olav Njolstad.pdf",The Last Decade of the Cold War: From Conflict Escalation to Conflict Transformation,empirical,"The 1980s marked a decisive shift from escalating Cold War tensions to fundamental transformation of superpower relations, driven by Soviet economic constraints, ideological reorientation, and changing strategic calculations.",Cold War escalation and de-escalation; Soviet perestroika and new thinking; Superpower cooperation; Economic constraints on security policy; European role in Cold War transformation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,"The Long Twentieth Century Money, Power and the Origins of Our Time Giovanni Arrighi.pdf","The Long Twentieth Century: Money, Power, and the Origins of Our Times",theory,"The long twentieth century represents a distinct epoch of capitalist development defined by successive systemic cycles of accumulation centered on hegemonic powers—Genoa, the Dutch Republic, Britain, and the United States—each cycle characterized by the rise, expansion, and eventual crisis of a dominant financial and territorial order.",systemic cycles of accumulation; hegemony and territoriality; high finance and capital; world-systems analysis; dialectics of state and capital,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Political Economy of International Relations Gilpin.pdf,The Political Economy of International Relations,theory,"International relations are fundamentally shaped by the interaction of political power and economic interests, with structural changes in the global economy driving conflict and requiring analysis across liberal, nationalist, and Marxist perspectives.",Political economy framework; Structural change in international systems; Hegemonic stability theory; International monetary regimes; Trade politics and protectionism; Multinational corporations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Power of International Theory.pdf,The Power of International Theory: Reforging the Link to Foreign Policy-Making Through Scientific Enquiry,method,"International relations theory can guide policy-makers effectively by adopting a causal-conventional approach that combines empirical testing, methodological pluralism, and limited prediction while addressing criticisms of earlier positivism.",causal-conventional methodology; holistic empirical testing; methodological pluralism; theory selection criteria; policy guidance; positivism and post-positivism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Puzzles of Politics  Kratochwil.pdf,The Puzzles of Politics,theory,"International relations theory must expand beyond traditional approaches to examine how social order, norms, and principles of justice enable and sustain politics, drawing on constructivist insights about rules and their constitutive role.",constructivism; norms and rules; sovereignty; social order; global governance; epistemology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Realist Tradition in International Relations.pdf,"The Realist Tradition in International Relations: The Foundations of Western Order, Volume 1: State of Hope",theory,An examination of realism as a philosophical and theoretical foundation for understanding international relations and the structure of Western political order.,realism; international relations theory; nation-state; Western order; political philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Room Where It Happened A White House Memoir.pdf,The Room Where It Happened: A White House Memoir,empirical,"An insider account of the Trump administration's national security decision-making, arguing that institutional dysfunction and the president's reliance on instinct over systematic analysis undermined effective governance.",Presidential decision-making process; National Security Council operations; Executive Branch management; Foreign policy via personal relationships; Institutional dysfunction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Structure of International Conflict.pdf,The Structure of International Conflict,theory,"International conflict can be analyzed through systematic structural and processual frameworks encompassing psychological dimensions, behavioral patterns, termination mechanisms, and management strategies.",conflict structure; conflict processes; psychological dimensions; conflict behavior; negotiation; conflict management; peacemaking and mediation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The Wars before the Great War Conflict and International Politics before the Outbreak of the First World War.pdf,The Wars before the Great War: Conflict and International Politics before the Outbreak of the First World War,empirical,"The Italo-Ottoman War and Balkan Wars of 1911–1914 fundamentally destabilized European international politics and military planning, making them crucial to understanding the origins of the First World War.",Great power diplomacy and peripheral conflicts; Military planning and doctrine; National mobilization and civic engagement; Empire and nation-state competition; International instability and cascading crises,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The basics - international relations.pdf,International Relations: The Basics,mixed,"A concise introduction to international relations that covers major theoretical frameworks, contemporary global issues, and debates in the discipline for students and general readers.",realism; liberalism; anarchy; globalization; humanitarian intervention; international justice; state sovereignty,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The politics of international law.pdf,The Politics of International Law,theory,"International law and politics are deeply intertwined through a constructivist lens wherein law is an historically contingent institutional expression of political action shaped by liberal politics, which reciprocally constitutes international relations.",constructivism; politics-law nexus; liberal international order; institutional design; global governance; sovereignty and legitimacy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The power of power politics.pdf,The Power of Power Politics: From Classical Realism to Neotraditionalism,theory,"An examination of whether the power politics (realist) perspective can adequately explain international relations, evaluating its theoretical coherence and empirical accuracy across classical realism, neorealism, and contemporary approaches.",Power politics paradigm; Classical realism; Neorealism; Balancing theory; Institutional approaches; Paradigm progression and degeneration,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The state and international relations.pdf,The State and International Relations,theory,Examines the historical relationship between state formation and the development of international relations theory and practice.,state sovereignty; international system; state formation; international theory; power politics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_Balance_of_Power_in_World_History.pdf,The Balance of Power in World History,theory,The book examines how balance-of-power dynamics and hierarchical structures have functioned across different international systems throughout history.,balance of power; international hierarchy; system structure; great power politics; international systems,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_Dual_State.pdf,"The Dual State: Parapolitics, Carl Schmitt and the National Security Complex",theory,"The modern state operates through a dual structure combining formal constitutional governance with hidden extralegal networks of covert action and national security apparatus, a condition theorized through Carl Schmitt's political philosophy and examined across global contexts.",parapolitics; dual state; Carl Schmitt; national security complex; covert action; state terrorism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_Nuclear_taboo.pdf,The Nuclear Taboo: The United States and the Non-Use of Nuclear Weapons Since 1945,mixed,"A widespread moral and political inhibition on nuclear weapons use, rather than deterrence alone, has prevented their deployment since 1945 and continues to constrain leaders from resorting to them.",nuclear taboo; deterrence theory; moral norms in international politics; nuclear restraint; strategic decision-making under constraint,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_Political_Discourse_of_Anarchy.pdf,The Political Discourse of Anarchy: A Disciplinary History of International Relations,theory,"Academic international relations developed not through a linear progression of great debates between idealism and realism, but rather through a more complex disciplinary history shaped by political discourse about state sovereignty, anarchy, and the field's intellectual foundations.",disciplinary history of IR; state sovereignty and anarchy; idealism-realism debate; international law and organization; critical theory and historiography,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_Power_of_Place.pdf,"The Power of Place: Geography, Destiny, and Globalization's Rough Landscape",theory,Geographic location and regional characteristics continue to shape human destiny and constrain opportunity despite globalization's integrating forces.,globalization and place; human geography; regional disparity; cultural geography; geopolitical constraint,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_new_public_diplomacy.pdf,The New Public Diplomacy: Soft Power in International Relations,theory,Public diplomacy represents a shift in international relations practice toward the use of soft power and cultural influence as diplomatic tools alongside traditional statecraft.,soft power; public diplomacy; diplomatic innovation; international influence; cultural diplomacy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,The_war_over_perpetual_peace.pdf,The War Over Perpetual Peace: An Exploration into the History of a Foundational International Relations Text,theory,"An analysis of how Kant's Perpetual Peace has been interpreted and contested within international relations thought, examining competing scholarly readings of its arguments on sovereignty and peace.",Kantian perpetual peace; state sovereignty; international relations theory; peace proposals; textual interpretation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theories of international relations 3rd ed.pdf,Theories of International Relations,theory,"A comprehensive examination of major theoretical frameworks used to analyze and explain international relations, including realism, liberalism, the English School, Marxism, and critical theory.",realism; liberalism; international society; Marxism; critical theory; structural analysis; international order,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theorizing_Borders_Through_Analyses_of_Power_Rel.pdf,Theorizing Borders Through Analyses of Power Relationships,mixed,"Border integration processes across political, spatial, environmental, and linguistic domains are unified by the centrality of power relationships and local power dynamics.",border integration; power relationships; local governance; spatial planning; environmental management; language policies,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theory and Metatheory in International Relations Concepts and Contending Accounts.pdf,Theory and Metatheory in International Relations: Concepts and Contending Accounts,theory,"Understanding foreign policy problems requires knowledge of international relations theories and the philosophical criteria for selecting among competing theoretical approaches, particularly between rationalist and reflectivist paradigms.",IR theory evaluation; Scientific criteria for theory choice; Rationalism versus constructivism; Policy decision-making; Metatheoretical foundations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theory and metatheory in international relations.pdf,Theory and Metatheory in International Relations: Concepts and Contending Accounts,method,"Understanding foreign policy decisions requires grasping both international relations theories and the philosophical criteria for choosing among competing theoretical frameworks, particularly the debate between rationalist and reflectivist approaches.",scientific rationalism in IR; constructivism and poststructuralism; metatheory and theory selection; policy-theory linkage; reflectivist versus positivist methodology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theory of world security.pdf,Theory of World Security,theory,Security in world politics must be reconceived beyond conservative frameworks as an instrumental value enabling human flourishing and cosmopolitan reconstruction amid converging global crises.,Critical security studies; Emancipation and human invention; Cosmopolitan theory; Critical social theory; Historical crisis and global reconstruction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theory_of_International_Politics_by_Kenneth_N_Waltz_1979.pdf,Theory of International Politics,theory,International politics can be explained through systemic structural analysis rather than reductionist approaches that focus on individual or national-level causes.,reductionist vs. systemic theories; anarchic international order; balance of power; structural analysis; levels of analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Theory_of_world_security.pdf,Theory of World Security,theory,"Security in world politics must be reconceived through critical theory as an instrumental value enabling human flourishing and cosmopolitan futures, rather than through conservative state-centric frameworks inadequate to contemporary global crises.",critical security studies; cosmopolitan theory; human emancipation; critical social theory; world society; historical crises,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Toward_a_Critical_Theory_of_States.pdf,Toward a Critical Theory of States: The Poulantzas-Miliband Debate after Globalization,theory,"The book revisits and extends the classical Poulantzas-Miliband debate on state theory within Marxist analysis, updating it to address contemporary conditions of globalization and reasserting the relevance of critical Marxist approaches to understanding state power and autonomy.",Marxist state theory; Poulantzas-Miliband debate; Instrumentalism vs. structuralism; State autonomy and class power; Globalization and the state; Althusserian epistemology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Transcending Postmodernism.pdf,Transcending Postmodernism,theory,"A philosophical and epistemological critique of postmodernism that seeks to restore synoptic knowledge and rational foundations for understanding politics, international relations, and human reality.",synoptic knowledge; systems theory; international relations; human reason; postmodernism critique; quantum physics and reality,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Unanswered Threats Political Constraints on the Balance of Power.pdf,Unanswered Threats: Political Constraints on the Balance of Power,theory,States often fail to balance against rising threats due to domestic political constraints that prevent elite consensus on external policy responses.,balance of power; underbalancing behavior; neoclassical realism; state coherence; elite consensus; domestic political constraints,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Understanding Conflict Resolution War Peace and the Global System.pdf,"Understanding Conflict Resolution: War, Peace and the Global System",mixed,"Conflict resolution requires systematic analysis of armed conflicts across state, civil, and state-formation contexts, employing integrated mechanisms grounded in dynamics, needs, and rational calculations within the global system.",Armed conflict typology; Peace agreements; Conflict resolution mechanisms; State and non-state actors; Civil wars; State formation conflicts; Regional conflict complexes,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Understanding Global Politics Actors And Themes In International Affairs.pdf,Understanding Global Politics: Actors and Themes in International Affairs,mixed,"Contemporary international affairs are shaped by diverse actors (nation states, international institutions, NGOs, multinational companies) and thematic issues that require integrated analysis for comprehending global political, economic, and sociocultural dynamics.",international relations theory; state and non-state actors; international institutions; global governance; transnational challenges; Cold War and post-Cold War order,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,Understanding international relations 3rd ed.pdf,Understanding International Relations,theory,"A comprehensive survey of international relations theory and practice, examining how different theoretical frameworks explain state behavior, power dynamics, global governance, and economic relations in the international system.",realism and neorealism; liberal internationalism; state sovereignty and anarchy; balance of power; global governance; international regimes; globalization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,War and Change in World Politics.pdf,War and Change in World Politics,theory,"International political change, particularly hegemonic war, results from the interaction of structural transformations in the global system with the rational calculations and constraints of individual state actors.",hegemonic war; international system structure; economic growth and decline; rational-choice theory; systemic equilibrium,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,War peace and international relations.pdf,"War, Peace and International Relations: An Introduction to Strategic History",mixed,"War fundamentally shapes the political, social, and cultural behavior of states and is essential to understanding the strategic history of the past two centuries.",strategic history; warfare and military conduct; state behavior; modern strategy; irregular warfare and terrorism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,War.pdf,War: An Introduction to Theories and Research on Collective Violence,mixed,"A comprehensive examination of theoretical frameworks and empirical research explaining the causes, dynamics, and resolution of collective violence including civil wars, ethnic conflicts, and one-sided violence.",rational actor theory; collective violence; civil war onset; ethnic conflict; conflict termination; civilian victimization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,counterterrorism in IR.pdf,"Counterterrorism and International Power Relations: The EU, ASEAN and Hegemonic Global Governance",mixed,"Counterterrorism participation by regional organizations reflects power hierarchies and hegemonic governance structures in global politics, with the EU and ASEAN serving as cases demonstrating how regional actors engage in global security frameworks.",global governance; regional actorness; hegemonic power relations; counterterrorism policy; institutional participation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,imagining_security.pdf,Imagining Security,theory,"Security governance is shifting from centralized state control to distributed nodal arrangements involving public and private actors, requiring new frameworks for accountability and legitimacy.",nodal governance; human security; community policing; private governance; regulatory accountability,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,lenin_imperialism.pdf,Imperialism: The Highest Stage of Capitalism,theory,"Imperialism represents the monopoly stage of capitalist development, characterized by the dominance of finance capital, concentration of production, and the division of the world among competing imperial powers.",monopoly capitalism; finance capital; financial oligarchy; concentration of production; cartels and trusts; imperialism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,realismnworldpolitics_kenbooth.pdf,Realism and World Politics,theory,"A sophisticated understanding of Kenneth Waltz's realist theory is essential for comprehending international relations and world politics, requiring critical engagement with his foundational contributions to the field.",Structural realism; Kenneth Waltz's theory; International system analysis; Power and anarchy; Theory-building in IR; Critical realism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
International Relations Theory,the globalization of world politics  an introduction to international relations.pdf,The Globalization of World Politics: An Introduction to International Relations,mixed,"Globalization represents a historical transformation in the spatial scale of human social organization that links distant communities and expands power relations across regions and continents, requiring integrated analysis of history, theory, structures, and contemporary international issues.",globalization; sovereignty and nation-state; international power relations; spatial scale of social organization; geopolitical order,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,0032329203252274.pdf,Polanyi's Double Movement: The Belle Époques of British and U.S. Hegemony Compared,theory,"Market self-regulation and protective countermovements repeat across hegemonic cycles, but subordinate class power and state differences shape outcomes differently in British versus U.S. belle époques.",Polanyi's double movement; self-regulating markets; hegemonic cycles; commodification of labor/land/money; countermovement protection; class power relations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,0268580906067838.pdf,A Case Study of a Case Study: Strategies of Generalization and Specification in the Study of Israel as a Single Case,method,"Single-case studies can achieve generalization through a pragmatist attitude that transcends the false dichotomy between explanation and understanding, as demonstrated through analysis of the Israeli–Palestinian conflict.",case study methodology; generalization strategies; explanation versus understanding; pragmatist social science; Israeli–Palestinian conflict,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,14650040590907712.pdf,"Ethnoscapes, National Territorialisation, and the Afghan War",empirical,"The territorialisation of power in the Afghan nation-state has shaped political actors' spatial perceptions, creating competing ethnic spaces (ethnoscapes) that contradict national territory, yet popular identification with Afghanistan as a nation has prevented mass ethnicisation of the conflict.",ethnoscapes; national territorialisation; ethnic territoriality; spatial perceptions; ethno-federalism; nation-state formation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
